PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
NHR05J037,,,4151,School Buses
NHR05J038,,,4151,School Buses
NHR05J039,,,4151,School Buses
NHR05J03A,,,4151,School Buses
NHR05J03B,,,4151,School Buses
NHR05J03C,,,4212,"Local Trucking, Without Storage"
NHR05J03D,,,4212,"Local Trucking, Without Storage"
NHR05J03E,,,4151,School Buses
NHR05J03F,,,5015,"Motor Vehicle Parts, Used"
NHR05J03G,,,4581,"Airports, Flying Fields, & Services"
NHR05J03H,,,3411,Metal Cans
NHS000001,,,3484,Small Arms
NHS000008,,,2611,Pulp Mills
NHU000124,,,5015,"Motor Vehicle Parts, Used"
